Source Name	Material Type	Term Source REF	Characteristics[OrganismPart]	Term Source REF	Characteristics[Organism]	Characteristics[DiseaseState]	Term Source REF	Characteristics[ClinicalInformation]	Characteristics[BioSourceProvider]	Description	Protocol REF	Sample Name	Material Type	Term Source REF	Protocol REF	Protocol REF	Extract Name	Material Type	Term Source REF	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[DISEASESTATE]	Term Source REF	Factor Value[CELLLINE]	Factor Value[CLINICALINFORMATION]	Factor Value[BIOSOURCEPROVIDER]	Factor Value[ORGANISMPART]	Term Source REF
EM2 - Replicate 2	Cell	The MGED Ontology	Hematopoietic and Lymphatic System	NCI Thesaurus	Homo sapiens	Blast Phase Chronic Myelogenous Leukemia	NCI Thesaurus	ICDO: 42	DSMZ	CatalogNumber: ACC 135	P-MTAB-1063	EM2 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	EM2-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 262.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 262	A-AFFY-44	P-MTAB-1068	EM-2_SS331518_HG-U133_Plus_2_HCHP-209471_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	EM-2_SS331518_HG-U133_Plus_2_HCHP-209471_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Blast Phase Chronic Myelogenous Leukemia	NCI Thesaurus	EM2	ICDO: 42	DSMZ	Hematopoietic and Lymphatic System	NCI Thesaurus
EM2 - Replicate 1	Cell	The MGED Ontology	Hematopoietic and Lymphatic System	NCI Thesaurus	Homo sapiens	Blast Phase Chronic Myelogenous Leukemia	NCI Thesaurus	ICDO: 42	DSMZ	CatalogNumber: ACC 135	P-MTAB-1063	EM2 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	EM2-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 263.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 263	A-AFFY-44	P-MTAB-1068	EM-2_SS331519_HG-U133_Plus_2_HCHP-209472_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	EM-2_SS331519_HG-U133_Plus_2_HCHP-209472_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Blast Phase Chronic Myelogenous Leukemia	NCI Thesaurus	EM2	ICDO: 42	DSMZ	Hematopoietic and Lymphatic System	NCI Thesaurus
ES2 - Replicate 1	Cell	The MGED Ontology	Ovary	NCI Thesaurus	Homo sapiens	Clear Cell Adenocarcinoma	NCI Thesaurus	ICDO: 56	ATCC	CatalogNumber: CRL-1978	P-MTAB-1063	ES2 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	ES2-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 264.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 264	A-AFFY-44	P-MTAB-1068	ES-2_SS268277_HG-U133_Plus_2_HCHP-209548_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	ES-2_SS268277_HG-U133_Plus_2_HCHP-209548_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Clear Cell Adenocarcinoma	NCI Thesaurus	ES2	ICDO: 56	ATCC	Ovary	NCI Thesaurus
ES2 - Replicate 3	Cell	The MGED Ontology	Ovary	NCI Thesaurus	Homo sapiens	Clear Cell Adenocarcinoma	NCI Thesaurus	ICDO: 56	ATCC	CatalogNumber: CRL-1978	P-MTAB-1063	ES2 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	ES2-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 265.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 265	A-AFFY-44	P-MTAB-1068	ES-2_SS268278_HG-U133_Plus_2_HCHP-209549_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	ES-2_SS268278_HG-U133_Plus_2_HCHP-209549_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Clear Cell Adenocarcinoma	NCI Thesaurus	ES2	ICDO: 56	ATCC	Ovary	NCI Thesaurus
ES2 - Replicate 2	Cell	The MGED Ontology	Ovary	NCI Thesaurus	Homo sapiens	Clear Cell Adenocarcinoma	NCI Thesaurus	ICDO: 56	ATCC	CatalogNumber: CRL-1978	P-MTAB-1063	ES2 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	ES2-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 266.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 266	A-AFFY-44	P-MTAB-1068	ES-2_SS268279_HG-U133_Plus_2_HCHP-209550_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	ES-2_SS268279_HG-U133_Plus_2_HCHP-209550_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Clear Cell Adenocarcinoma	NCI Thesaurus	ES2	ICDO: 56	ATCC	Ovary	NCI Thesaurus
G401 - Replicate 3	Cell	The MGED Ontology	Kidney	NCI Thesaurus	Homo sapiens	Wilms Tumor	NCI Thesaurus	ICDO: 64	ATCC	CatalogNumber: CRL-1441	P-MTAB-1063	G401 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	G401-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 267.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 267	A-AFFY-44	P-MTAB-1068	G-401_SS331373_HG-U133_Plus_2_HCHP-170325_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	G-401_SS331373_HG-U133_Plus_2_HCHP-170325_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Wilms Tumor	NCI Thesaurus	G401	ICDO: 64	ATCC	Kidney	NCI Thesaurus
G401 - Replicate 2	Cell	The MGED Ontology	Kidney	NCI Thesaurus	Homo sapiens	Wilms Tumor	NCI Thesaurus	ICDO: 64	ATCC	CatalogNumber: CRL-1441	P-MTAB-1063	G401 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	G401-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 268.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 268	A-AFFY-44	P-MTAB-1068	G-401_SS331374_HG-U133_Plus_2_HCHP-170326_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	G-401_SS331374_HG-U133_Plus_2_HCHP-170326_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Wilms Tumor	NCI Thesaurus	G401	ICDO: 64	ATCC	Kidney	NCI Thesaurus
G401 - Replicate 1	Cell	The MGED Ontology	Kidney	NCI Thesaurus	Homo sapiens	Wilms Tumor	NCI Thesaurus	ICDO: 64	ATCC	CatalogNumber: CRL-1441	P-MTAB-1063	G401 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	G401-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 269.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 269	A-AFFY-44	P-MTAB-1068	G-401_SS331375_HG-U133_Plus_2_HCHP-170327_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	G-401_SS331375_HG-U133_Plus_2_HCHP-170327_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Wilms Tumor	NCI Thesaurus	G401	ICDO: 64	ATCC	Kidney	NCI Thesaurus
G402 - Replicate 3	Cell	The MGED Ontology	Kidney	NCI Thesaurus	Homo sapiens	Leiomyoblastoma	NCI Thesaurus	ICDO: 64	ATCC	CatalogNumber: CRL-1440	P-MTAB-1063	G402 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	G402-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 270.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 270	A-AFFY-44	P-MTAB-1068	G-402_SS272489_HG-U133_Plus_2_HCHP-170298_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	G-402_SS272489_HG-U133_Plus_2_HCHP-170298_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Leiomyoblastoma	NCI Thesaurus	G402	ICDO: 64	ATCC	Kidney	NCI Thesaurus
G402 - Replicate 2	Cell	The MGED Ontology	Kidney	NCI Thesaurus	Homo sapiens	Leiomyoblastoma	NCI Thesaurus	ICDO: 64	ATCC	CatalogNumber: CRL-1440	P-MTAB-1063	G402 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	G402-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 271.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 271	A-AFFY-44	P-MTAB-1068	G-402_SS272490_HG-U133_Plus_2_HCHP-170299_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	G-402_SS272490_HG-U133_Plus_2_HCHP-170299_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Leiomyoblastoma	NCI Thesaurus	G402	ICDO: 64	ATCC	Kidney	NCI Thesaurus
G402 - Replicate 1	Cell	The MGED Ontology	Kidney	NCI Thesaurus	Homo sapiens	Leiomyoblastoma	NCI Thesaurus	ICDO: 64	ATCC	CatalogNumber: CRL-1440	P-MTAB-1063	G402 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	G402-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 272.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 272	A-AFFY-44	P-MTAB-1068	G-402_SS272491_HG-U133_Plus_2_HCHP-170300_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	G-402_SS272491_HG-U133_Plus_2_HCHP-170300_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Leiomyoblastoma	NCI Thesaurus	G402	ICDO: 64	ATCC	Kidney	NCI Thesaurus
GA10 - Replicate 1	Cell	The MGED Ontology	Hematopoietic and Lymphatic System	NCI Thesaurus	Homo sapiens	Burkitt Lymphoma	NCI Thesaurus	ICDO: 42	ATCC	CatalogNumber: CRL-2392	P-MTAB-1063	GA10 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	GA10-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 273.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 273	A-AFFY-44	P-MTAB-1068	GA10 _SS392801_HG-U133_Plus_2_HCHP-209518_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	GA10 _SS392801_HG-U133_Plus_2_HCHP-209518_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Burkitt Lymphoma	NCI Thesaurus	GA10	ICDO: 42	ATCC	Hematopoietic and Lymphatic System	NCI Thesaurus
GA10 - Replicate 3	Cell	The MGED Ontology	Hematopoietic and Lymphatic System	NCI Thesaurus	Homo sapiens	Burkitt Lymphoma	NCI Thesaurus	ICDO: 42	ATCC	CatalogNumber: CRL-2392	P-MTAB-1063	GA10 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	GA10-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 274.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 274	A-AFFY-44	P-MTAB-1068	GA10 _SS392802_HG-U133_Plus_2_HCHP-209519_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	GA10 _SS392802_HG-U133_Plus_2_HCHP-209519_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Burkitt Lymphoma	NCI Thesaurus	GA10	ICDO: 42	ATCC	Hematopoietic and Lymphatic System	NCI Thesaurus
GA10 - Replicate 2	Cell	The MGED Ontology	Hematopoietic and Lymphatic System	NCI Thesaurus	Homo sapiens	Burkitt Lymphoma	NCI Thesaurus	ICDO: 42	ATCC	CatalogNumber: CRL-2392	P-MTAB-1063	GA10 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	GA10-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 275.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 275	A-AFFY-44	P-MTAB-1068	GA10 _SS392803_HG-U133_Plus_2_HCHP-209520_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	GA10 _SS392803_HG-U133_Plus_2_HCHP-209520_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Burkitt Lymphoma	NCI Thesaurus	GA10	ICDO: 42	ATCC	Hematopoietic and Lymphatic System	NCI Thesaurus
GCT - Replicate 3	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Sarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: TIB-223	P-MTAB-1063	GCT - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	GCT-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 276.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 276	A-AFFY-44	P-MTAB-1068	GCT_SS272493_HG-U133_Plus_2_HCHP-167939_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	GCT_SS272493_HG-U133_Plus_2_HCHP-167939_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Sarcoma	NCI Thesaurus	GCT	ICDO: 49	ATCC	Lung	NCI Thesaurus
GCT - Replicate 2	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Sarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: TIB-223	P-MTAB-1063	GCT - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	GCT-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 277.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 277	A-AFFY-44	P-MTAB-1068	GCT_SS272494_HG-U133_Plus_2_HCHP-167940_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	GCT_SS272494_HG-U133_Plus_2_HCHP-167940_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Sarcoma	NCI Thesaurus	GCT	ICDO: 49	ATCC	Lung	NCI Thesaurus
GCT - Replicate 1	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Sarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: TIB-223	P-MTAB-1063	GCT - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	GCT-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 278.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 278	A-AFFY-44	P-MTAB-1068	GCT_SS272495_HG-U133_Plus_2_HCHP-167941_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	GCT_SS272495_HG-U133_Plus_2_HCHP-167941_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Sarcoma	NCI Thesaurus	GCT	ICDO: 49	ATCC	Lung	NCI Thesaurus
GDM1 - Replicate 3	Cell	The MGED Ontology	Hematopoietic and Lymphatic System	NCI Thesaurus	Homo sapiens	Acute Myeloid Leukemia	NCI Thesaurus	ICDO: 42	DSMZ	CatalogNumber: ACC 87	P-MTAB-1063	GDM1 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	GDM1-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 279.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 279	A-AFFY-44	P-MTAB-1068	GDM-1_SS331521_HG-U133_Plus_2_HCHP-209473_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.7.zip	P-MTAB-1069	GDM-1_SS331521_HG-U133_Plus_2_HCHP-209473_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Acute Myeloid Leukemia	NCI Thesaurus	GDM1	ICDO: 42	DSMZ	Hematopoietic and Lymphatic System	NCI Thesaurus
GDM1 - Replicate 2	Cell	The MGED Ontology	Hematopoietic and Lymphatic System	NCI Thesaurus	Homo sapiens	Acute Myeloid Leukemia	NCI Thesaurus	ICDO: 42	DSMZ	CatalogNumber: ACC 87	P-MTAB-1063	GDM1 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	GDM1-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 280.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 280	A-AFFY-44	P-MTAB-1068	GDM-1_SS331522_HG-U133_Plus_2_HCHP-209474_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.8.zip	P-MTAB-1069	GDM-1_SS331522_HG-U133_Plus_2_HCHP-209474_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Acute Myeloid Leukemia	NCI Thesaurus	GDM1	ICDO: 42	DSMZ	Hematopoietic and Lymphatic System	NCI Thesaurus
GDM1 - Replicate 1	Cell	The MGED Ontology	Hematopoietic and Lymphatic System	NCI Thesaurus	Homo sapiens	Acute Myeloid Leukemia	NCI Thesaurus	ICDO: 42	DSMZ	CatalogNumber: ACC 87	P-MTAB-1063	GDM1 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	GDM1-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 281.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 281	A-AFFY-44	P-MTAB-1068	GDM-1_SS331523_HG-U133_Plus_2_HCHP-209475_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.8.zip	P-MTAB-1069	GDM-1_SS331523_HG-U133_Plus_2_HCHP-209475_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Acute Myeloid Leukemia	NCI Thesaurus	GDM1	ICDO: 42	DSMZ	Hematopoietic and Lymphatic System	NCI Thesaurus
H4 - Replicate 3	Cell	The MGED Ontology	Central Nervous System	NCI Thesaurus	Homo sapiens	Glioblastoma	NCI Thesaurus	ICDO: 71	ATCC	CatalogNumber: HTB-148	P-MTAB-1063	H4 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	H4-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 282.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 282	A-AFFY-44	P-MTAB-1068	H4_SS331525_HG-U133_Plus_2_HCHP-167398_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.8.zip	P-MTAB-1069	H4_SS331525_HG-U133_Plus_2_HCHP-167398_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Glioblastoma	NCI Thesaurus	H4	ICDO: 71	ATCC	Central Nervous System	NCI Thesaurus
H4 - Replicate 2	Cell	The MGED Ontology	Central Nervous System	NCI Thesaurus	Homo sapiens	Glioblastoma	NCI Thesaurus	ICDO: 71	ATCC	CatalogNumber: HTB-148	P-MTAB-1063	H4 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	H4-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 283.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 283	A-AFFY-44	P-MTAB-1068	H4_SS331526_HG-U133_Plus_2_HCHP-167399_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.8.zip	P-MTAB-1069	H4_SS331526_HG-U133_Plus_2_HCHP-167399_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Glioblastoma	NCI Thesaurus	H4	ICDO: 71	ATCC	Central Nervous System	NCI Thesaurus
H4 - Replicate 1	Cell	The MGED Ontology	Central Nervous System	NCI Thesaurus	Homo sapiens	Glioblastoma	NCI Thesaurus	ICDO: 71	ATCC	CatalogNumber: HTB-148	P-MTAB-1063	H4 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	H4-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 284.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 284	A-AFFY-44	P-MTAB-1068	H4_SS331527_HG-U133_Plus_2_HCHP-167400_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.8.zip	P-MTAB-1069	H4_SS331527_HG-U133_Plus_2_HCHP-167400_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Glioblastoma	NCI Thesaurus	H4	ICDO: 71	ATCC	Central Nervous System	NCI Thesaurus
HCC1143 - Replicate 3	Cell	The MGED Ontology	Breast	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 50	ATCC	CatalogNumber: CRL-2321	P-MTAB-1063	HCC1143 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	HCC1143-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 285.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 285	A-AFFY-44	P-MTAB-1068	HCC1143_SS272501_HG-U133_Plus_2_HCHP-170301_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.8.zip	P-MTAB-1069	HCC1143_SS272501_HG-U133_Plus_2_HCHP-170301_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Carcinoma	NCI Thesaurus	HCC1143	ICDO: 50	ATCC	Breast	NCI Thesaurus
HCC1143 - Replicate 2	Cell	The MGED Ontology	Breast	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 50	ATCC	CatalogNumber: CRL-2321	P-MTAB-1063	HCC1143 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	HCC1143-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 286.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 286	A-AFFY-44	P-MTAB-1068	HCC1143_SS272502_HG-U133_Plus_2_HCHP-170302_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.8.zip	P-MTAB-1069	HCC1143_SS272502_HG-U133_Plus_2_HCHP-170302_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.2.zip	Carcinoma	NCI Thesaurus	HCC1143	ICDO: 50	ATCC	Breast	NCI Thesaurus
